Slow_Wave_Name,Start,End,Protocol Number,Classification,NegPeak,PosPeak,Channel,ValNegPeak
proto3_late-stim_sw225,1811.27,1813.06,3.0,late-stim,1811.84,1812.75,E42,-43.5555659919153
proto3_late-stim_sw226,1811.31,1813.0,3.0,late-stim,1811.84,1812.71,E43,-46.081425688624016
proto3_late-stim_sw227,1869.25,1870.75,3.0,late-stim,1869.57,1870.42,E43,-51.24629883530784
proto3_late-stim_sw228,1811.33,1812.96,3.0,late-stim,1811.87,1812.63,E44,-49.27237411777262
proto3_late-stim_sw229,1869.22,1870.8,3.0,late-stim,1869.55,1870.45,E44,-58.794014511530165
proto3_late-stim_sw23,1813.24,1814.9,3.0,late-stim,1813.65,1814.34,E6,-99.95132677700681
proto3_late-stim_sw230,1811.37,1812.89,3.0,late-stim,1811.91,1812.51,E45,-46.47852593982361
proto3_late-stim_sw231,1853.29,1854.45,3.0,late-stim,1853.57,1854.12,E45,-53.64512928766343
proto3_late-stim_sw232,1869.2,1870.81,3.0,late-stim,1869.55,1870.47,E45,-60.77846089084313
proto3_late-stim_sw233,1785.94,1787.71,3.0,late-stim,1786.25,1787.43,E46,-54.26862483745574
proto3_late-stim_sw234,1789.78,1791.04,3.0,late-stim,1789.98,1790.53,E46,-51.82402500955537
proto3_late-stim_sw235,1817.83,1819.83,3.0,late-stim,1818.65,1819.3,E46,-87.61451190903344
proto3_late-stim_sw236,1820.6,1822.66,3.0,late-stim,1821.34,1822.33,E46,-46.69254994650602
proto3_late-stim_sw237,1825.02,1826.08,3.0,late-stim,1825.33,1825.81,E46,-57.26050973197866
proto3_late-stim_sw238,1854.95,1856.82,3.0,late-stim,1855.38,1856.37,E46,-66.40287236071913
proto3_late-stim_sw239,1866.15,1867.57,3.0,late-stim,1866.42,1866.92,E46,-61.36130098345086
proto3_late-stim_sw24,1816.14,1817.48,3.0,late-stim,1816.7,1817.2,E6,-55.08001933718863
proto3_late-stim_sw240,1785.95,1787.71,3.0,late-stim,1786.27,1787.41,E47,-46.17269416939014
proto3_late-stim_sw241,1789.76,1790.95,3.0,late-stim,1789.97,1790.46,E47,-43.642582913719224
proto3_late-stim_sw242,1809.11,1810.39,3.0,late-stim,1809.7,1810.2,E47,-54.346163237167076
proto3_late-stim_sw243,1817.81,1819.76,3.0,late-stim,1818.66,1819.26,E47,-73.71279352744989
proto3_late-stim_sw244,1808.98,1810.38,3.0,late-stim,1809.66,1810.17,E48,-43.65139089733522
proto3_late-stim_sw245,1817.61,1819.69,3.0,late-stim,1818.67,1819.24,E48,-64.17956837914585
proto3_late-stim_sw246,1817.8,1819.59,3.0,late-stim,1818.69,1819.23,E49,-50.7575968988484
proto3_late-stim_sw247,1869.19,1870.74,3.0,late-stim,1869.54,1870.45,E52,-53.1678655640947
proto3_late-stim_sw248,1853.3,1854.52,3.0,late-stim,1853.57,1854.11,E53,-58.33366141692885
proto3_late-stim_sw249,1869.18,1870.77,3.0,late-stim,1869.54,1870.47,E53,-57.183359655634106
proto3_late-stim_sw25,1819.45,1820.52,3.0,late-stim,1819.74,1820.25,E6,-46.729831103586605
proto3_late-stim_sw250,1789.72,1790.94,3.0,late-stim,1789.94,1790.44,E54,-48.09245093996044
proto3_late-stim_sw251,1817.89,1819.79,3.0,late-stim,1818.66,1819.27,E54,-67.47950961390376
proto3_late-stim_sw252,1866.17,1867.64,3.0,late-stim,1866.45,1866.96,E54,-46.93732919694786
proto3_late-stim_sw253,1789.7,1790.85,3.0,late-stim,1789.94,1790.42,E55,-45.169191081620966
proto3_late-stim_sw254,1817.82,1819.69,3.0,late-stim,1818.66,1819.24,E55,-53.39802940397985
proto3_late-stim_sw255,1817.84,1819.64,3.0,late-stim,1818.68,1819.23,E56,-48.49083547029275
proto3_late-stim_sw256,1817.71,1819.52,3.0,late-stim,1818.59,1819.13,E57,-44.89294781779092
proto3_late-stim_sw257,1869.15,1870.71,3.0,late-stim,1869.54,1870.44,E59,-42.26832617923958
proto3_late-stim_sw258,1812.83,1814.46,3.0,late-stim,1813.18,1814.13,E60,-40.168071225802315
proto3_late-stim_sw259,1853.3,1854.58,3.0,late-stim,1853.57,1854.26,E60,-58.23602396988112
proto3_late-stim_sw26,1882.71,1884.44,3.0,late-stim,1883.61,1884.11,E6,-43.317450341575906
proto3_late-stim_sw260,1869.12,1870.77,3.0,late-stim,1869.53,1870.49,E60,-53.761087704668356
proto3_late-stim_sw261,1789.64,1790.84,3.0,late-stim,1789.91,1790.43,E61,-52.99947233084989
proto3_late-stim_sw262,1817.88,1819.77,3.0,late-stim,1818.69,1819.28,E61,-44.42041819190722
proto3_late-stim_sw263,1789.61,1790.8,3.0,late-stim,1789.89,1790.41,E62,-48.03930069431708
proto3_late-stim_sw264,1789.57,1790.85,3.0,late-stim,1789.89,1790.45,E63,-41.40953639158068
proto3_late-stim_sw265,1879.48,1881.15,3.0,late-stim,1879.79,1880.82,E63,-66.16826235443699
proto3_late-stim_sw266,1789.6,1790.78,3.0,late-stim,1789.88,1790.41,E67,-56.15533269057147
proto3_late-stim_sw267,1807.83,1808.75,3.0,late-stim,1808.08,1808.51,E67,-41.47862924952486
proto3_late-stim_sw268,1812.2,1813.85,3.0,late-stim,1812.58,1813.56,E67,-49.95629410166103
proto3_late-stim_sw269,1815.56,1817.02,3.0,late-stim,1815.93,1816.5,E67,-55.07455858313542
proto3_late-stim_sw27,1811.2,1813.19,3.0,late-stim,1811.93,1812.72,E7,-70.21887977419257
proto3_late-stim_sw270,1789.28,1791.02,3.0,late-stim,1789.57,1790.54,E76,-41.63717751029405
proto3_late-stim_sw271,1853.28,1854.61,3.0,late-stim,1853.56,1854.35,E78,-58.205845784516235
proto3_late-stim_sw272,1869.01,1870.76,3.0,late-stim,1869.49,1870.48,E78,-51.61095494811251
proto3_late-stim_sw273,1812.73,1814.43,3.0,late-stim,1813.16,1814.09,E79,-40.76073173044106
proto3_late-stim_sw274,1853.28,1854.6,3.0,late-stim,1853.57,1854.18,E79,-61.12974961115819
proto3_late-stim_sw275,1869.05,1870.79,3.0,late-stim,1869.51,1870.5,E79,-56.46125404024215
proto3_late-stim_sw276,1812.79,1814.47,3.0,late-stim,1813.19,1814.09,E80,-42.390227277276445
proto3_late-stim_sw277,1853.27,1854.56,3.0,late-stim,1853.56,1854.13,E80,-58.33522224142602
proto3_late-stim_sw278,1869.08,1870.82,3.0,late-stim,1869.52,1870.5,E80,-57.94536056001225
proto3_late-stim_sw279,1869.17,1870.87,3.0,late-stim,1869.54,1870.5,E81,-60.15270404776821
proto3_late-stim_sw28,1813.19,1815.01,3.0,late-stim,1813.65,1814.31,E7,-80.01490442795044
proto3_late-stim_sw280,1789.33,1791.11,3.0,late-stim,1789.67,1790.53,E84,-41.143387240891684
proto3_late-stim_sw281,1812.14,1814.16,3.0,late-stim,1812.65,1813.6,E84,-68.61011805652217
proto3_late-stim_sw282,1808.54,1810.15,3.0,late-stim,1808.85,1809.81,E85,-46.36324286130889
proto3_late-stim_sw283,1808.48,1810.15,3.0,late-stim,1808.84,1809.77,E86,-44.928632880149394
proto3_late-stim_sw284,1868.96,1870.77,3.0,late-stim,1869.46,1870.49,E87,-48.32205960339126
proto3_late-stim_sw285,1812.45,1814.38,3.0,late-stim,1813.08,1813.99,E88,-45.344939339184286
proto3_late-stim_sw286,1853.25,1854.66,3.0,late-stim,1853.55,1854.39,E88,-63.01512744404601
proto3_late-stim_sw287,1868.95,1870.82,3.0,late-stim,1869.46,1870.52,E88,-54.211448134690045
proto3_late-stim_sw288,1812.68,1814.4,3.0,late-stim,1813.15,1814.02,E89,-42.15466444704812
proto3_late-stim_sw289,1823.22,1824.91,3.0,late-stim,1823.58,1824.66,E89,-50.61192202109689
proto3_late-stim_sw29,1816.07,1817.48,3.0,late-stim,1816.66,1817.18,E7,-44.96599500617324
proto3_late-stim_sw290,1853.25,1854.63,3.0,late-stim,1853.56,1854.15,E89,-59.32699690312294
proto3_late-stim_sw291,1868.98,1870.84,3.0,late-stim,1869.48,1870.52,E89,-55.291820866188516
proto3_late-stim_sw292,1785.12,1786.56,3.0,late-stim,1785.54,1786.18,E90,-46.09593366374131
proto3_late-stim_sw293,1869.06,1870.85,3.0,late-stim,1869.52,1870.51,E90,-53.637585987422995
proto3_late-stim_sw294,1808.53,1810.09,3.0,late-stim,1808.83,1809.77,E96,-44.264508491871595
proto3_late-stim_sw295,1812.14,1814.14,3.0,late-stim,1812.72,1813.6,E96,-78.87844575921167
proto3_late-stim_sw296,1815.49,1817.02,3.0,late-stim,1815.91,1816.76,E96,-41.025339680473316
proto3_late-stim_sw297,1818.78,1820.13,3.0,late-stim,1819.17,1819.88,E96,-45.533591991678826
proto3_late-stim_sw298,1808.46,1810.09,3.0,late-stim,1808.81,1809.73,E97,-45.15228181587077
proto3_late-stim_sw299,1818.77,1820.15,3.0,late-stim,1819.17,1819.88,E97,-45.90290679284067
proto3_late-stim_sw3,1872.24,1873.52,3.0,late-stim,1872.57,1873.14,E1,-49.37820462073587
proto3_late-stim_sw30,1869.37,1870.27,3.0,late-stim,1869.63,1870.09,E7,-62.344572802222565
proto3_late-stim_sw300,1868.91,1870.69,3.0,late-stim,1869.32,1870.42,E97,-42.54651634055476
proto3_late-stim_sw301,1808.39,1810.07,3.0,late-stim,1808.78,1809.69,E98,-44.67115804019171
proto3_late-stim_sw302,1818.8,1820.12,3.0,late-stim,1819.18,1819.87,E98,-46.958951527550944
proto3_late-stim_sw303,1823.24,1824.86,3.0,late-stim,1823.58,1824.11,E98,-60.131670052755936
proto3_late-stim_sw304,1811.99,1814.32,3.0,late-stim,1812.93,1813.74,E99,-55.85669229253787
proto3_late-stim_sw305,1823.23,1824.88,3.0,late-stim,1823.58,1824.1,E99,-63.557346788161055
proto3_late-stim_sw306,1853.21,1854.66,3.0,late-stim,1853.55,1854.4,E99,-58.620635180561926
proto3_late-stim_sw307,1812.53,1814.36,3.0,late-stim,1813.03,1813.91,E100,-47.32475788291746
proto3_late-stim_sw308,1823.22,1824.91,3.0,late-stim,1823.57,1824.08,E100,-63.00203002035062
proto3_late-stim_sw309,1853.21,1854.69,3.0,late-stim,1853.56,1854.42,E100,-60.99949959098617
proto3_late-stim_sw31,1811.24,1813.09,3.0,late-stim,1811.92,1812.68,E8,-64.39656606300392
proto3_late-stim_sw310,1812.54,1814.37,3.0,late-stim,1812.96,1813.88,E101,-48.90616550019865
proto3_late-stim_sw311,1852.76,1854.67,3.0,late-stim,1853.55,1854.41,E101,-49.636442203195436
proto3_late-stim_sw312,1812.18,1814.02,3.0,late-stim,1812.71,1813.59,E105,-87.74448660352647
proto3_late-stim_sw313,1815.5,1817.0,3.0,late-stim,1815.91,1816.73,E105,-52.70771155778819
proto3_late-stim_sw314,1818.8,1820.06,3.0,late-stim,1819.16,1819.81,E105,-51.787893467057884
proto3_late-stim_sw315,1812.18,1814.02,3.0,late-stim,1812.71,1813.59,E106,-87.21059113706448
proto3_late-stim_sw316,1815.5,1817.0,3.0,late-stim,1815.91,1816.73,E106,-51.44050059828304
proto3_late-stim_sw317,1818.8,1820.06,3.0,late-stim,1819.16,1819.81,E106,-51.96190225426284
proto3_late-stim_sw318,1807.8,1810.04,3.0,late-stim,1808.73,1809.69,E109,-42.31529308932795
proto3_late-stim_sw319,1818.82,1820.08,3.0,late-stim,1819.19,1819.84,E109,-50.79650855195811
proto3_late-stim_sw32,1816.02,1817.5,3.0,late-stim,1816.54,1817.16,E8,-43.28272148112709
proto3_late-stim_sw320,1823.24,1824.89,3.0,late-stim,1823.59,1824.11,E109,-66.4363103964701
proto3_late-stim_sw321,1812.02,1814.33,3.0,late-stim,1812.9,1813.76,E110,-59.39078993634782
proto3_late-stim_sw322,1853.15,1854.67,3.0,late-stim,1853.56,1854.41,E110,-50.55878015986994
proto3_late-stim_sw323,1812.2,1813.98,3.0,late-stim,1812.7,1813.57,E113,-91.43788051982239
proto3_late-stim_sw324,1815.54,1816.99,3.0,late-stim,1815.91,1816.72,E113,-61.4403402504962
proto3_late-stim_sw325,1818.82,1820.04,3.0,late-stim,1819.15,1819.79,E113,-56.72749874558222
proto3_late-stim_sw326,1812.2,1813.98,3.0,late-stim,1812.7,1813.57,E114,-92.05157493908982
proto3_late-stim_sw327,1815.54,1816.99,3.0,late-stim,1815.91,1816.72,E114,-61.33905989452478
proto3_late-stim_sw328,1818.82,1820.04,3.0,late-stim,1819.15,1819.79,E114,-57.10523611500565
proto3_late-stim_sw329,1812.2,1814.0,3.0,late-stim,1812.72,1813.58,E115,-92.6904239035353
proto3_late-stim_sw33,1811.29,1813.0,3.0,late-stim,1811.91,1812.62,E9,-55.188103349912346
proto3_late-stim_sw330,1815.52,1816.98,3.0,late-stim,1815.89,1816.73,E115,-55.17460586733649
proto3_late-stim_sw331,1818.83,1820.05,3.0,late-stim,1819.16,1819.81,E115,-58.6740911226088
proto3_late-stim_sw332,1812.19,1814.08,3.0,late-stim,1812.76,1813.61,E116,-87.25801256610893
proto3_late-stim_sw333,1818.83,1820.08,3.0,late-stim,1819.17,1819.82,E116,-59.619652207281284
proto3_late-stim_sw334,1807.79,1810.01,3.0,late-stim,1808.69,1809.68,E117,-40.40324285137382
proto3_late-stim_sw335,1812.14,1814.26,3.0,late-stim,1812.85,1813.68,E117,-72.83960928310464
proto3_late-stim_sw336,1818.86,1820.07,3.0,late-stim,1819.2,1819.84,E117,-53.48944422721628
proto3_late-stim_sw337,1807.79,1810.01,3.0,late-stim,1808.69,1809.67,E118,-40.540782115233505
proto3_late-stim_sw338,1812.14,1814.26,3.0,late-stim,1812.84,1813.68,E118,-72.76689268270279
proto3_late-stim_sw339,1818.86,1820.07,3.0,late-stim,1819.21,1819.84,E118,-53.359803211180406
proto3_late-stim_sw34,1869.26,1870.88,3.0,late-stim,1869.57,1870.18,E9,-60.36625862122137
proto3_late-stim_sw340,1812.14,1814.28,3.0,late-stim,1812.87,1813.72,E119,-70.12846441466496
proto3_late-stim_sw341,1818.89,1820.06,3.0,late-stim,1819.23,1819.84,E119,-49.29753851893349
proto3_late-stim_sw342,1820.06,1821.42,3.0,late-stim,1820.33,1821.11,E119,-41.11908283474294
proto3_late-stim_sw343,1812.21,1813.98,3.0,late-stim,1812.7,1813.56,E121,-88.56960584114101
proto3_late-stim_sw344,1815.54,1816.97,3.0,late-stim,1815.91,1816.69,E121,-64.89508766122819
proto3_late-stim_sw345,1818.83,1820.03,3.0,late-stim,1819.15,1819.77,E121,-60.10090503574783
proto3_late-stim_sw346,1812.21,1813.99,3.0,late-stim,1812.71,1813.56,E122,-88.87719525182324
proto3_late-stim_sw347,1815.54,1816.97,3.0,late-stim,1815.91,1816.69,E122,-63.9093784938234
proto3_late-stim_sw348,1818.83,1820.03,3.0,late-stim,1819.15,1819.77,E122,-60.58276069717901
proto3_late-stim_sw349,1812.2,1814.0,3.0,late-stim,1812.72,1813.58,E123,-92.06221033965167
proto3_late-stim_sw35,1821.9,1824.04,3.0,late-stim,1822.72,1823.69,E10,-56.09719219946413
proto3_late-stim_sw350,1815.51,1816.99,3.0,late-stim,1815.89,1816.73,E123,-54.10570643831328
proto3_late-stim_sw351,1818.83,1820.05,3.0,late-stim,1819.16,1819.81,E123,-59.41078541676259
proto3_late-stim_sw352,1812.2,1814.01,3.0,late-stim,1812.72,1813.58,E124,-91.05443844203123
proto3_late-stim_sw353,1815.51,1816.99,3.0,late-stim,1815.89,1816.73,E124,-53.257548382452455
proto3_late-stim_sw354,1818.83,1820.05,3.0,late-stim,1819.16,1819.81,E124,-58.899341520875524
proto3_late-stim_sw355,1812.21,1814.08,3.0,late-stim,1812.79,1813.64,E125,-82.89979783603692
proto3_late-stim_sw356,1818.85,1820.09,3.0,late-stim,1819.2,1819.85,E125,-60.673130426998476
proto3_late-stim_sw357,1823.23,1824.9,3.0,late-stim,1823.59,1824.12,E125,-59.27801081308161
proto3_late-stim_sw358,1812.2,1814.19,3.0,late-stim,1812.84,1813.67,E126,-79.98818775472343
proto3_late-stim_sw359,1818.87,1820.09,3.0,late-stim,1819.22,1819.85,E126,-59.04492784292421
proto3_late-stim_sw36,1872.18,1873.53,3.0,late-stim,1872.54,1873.14,E10,-67.98565677574985
proto3_late-stim_sw360,1823.23,1824.89,3.0,late-stim,1823.6,1824.13,E126,-65.83237553875306
proto3_late-stim_sw361,1812.19,1814.21,3.0,late-stim,1812.85,1813.7,E127,-76.77297764373682
proto3_late-stim_sw362,1818.88,1820.1,3.0,late-stim,1819.22,1819.87,E127,-57.36312692353263
proto3_late-stim_sw363,1823.22,1824.87,3.0,late-stim,1823.59,1824.11,E127,-68.9425016409254
proto3_late-stim_sw364,1784.98,1786.81,3.0,late-stim,1785.42,1786.27,E128,-61.07943824177694
proto3_late-stim_sw365,1812.41,1814.32,3.0,late-stim,1812.91,1813.78,E128,-64.62030727182726
proto3_late-stim_sw366,1823.22,1824.87,3.0,late-stim,1823.58,1824.09,E128,-71.93009090939807
proto3_late-stim_sw367,1785.03,1786.77,3.0,late-stim,1785.46,1786.26,E129,-55.59583836802735
proto3_late-stim_sw368,1812.56,1814.37,3.0,late-stim,1812.97,1813.87,E129,-47.76502075865464
proto3_late-stim_sw369,1823.22,1824.88,3.0,late-stim,1823.57,1824.08,E129,-63.30154250181923
proto3_late-stim_sw37,1882.85,1884.71,3.0,late-stim,1883.65,1884.25,E10,-49.38413350295017
proto3_late-stim_sw370,1785.08,1786.6,3.0,late-stim,1785.52,1786.2,E130,-46.876188221280515
proto3_late-stim_sw371,1869.08,1870.89,3.0,late-stim,1869.53,1870.51,E131,-50.57319576298924
proto3_late-stim_sw372,1811.31,1812.93,3.0,late-stim,1811.95,1812.55,E132,-44.92224107557578
proto3_late-stim_sw373,1869.22,1870.87,3.0,late-stim,1869.56,1870.5,E132,-56.54119482682212
proto3_late-stim_sw374,1812.21,1813.98,3.0,late-stim,1812.7,1813.56,E134,-89.14020744028953
proto3_late-stim_sw375,1815.55,1816.97,3.0,late-stim,1815.91,1816.7,E134,-66.47888610978768
proto3_late-stim_sw376,1818.83,1820.02,3.0,late-stim,1819.15,1819.77,E134,-60.48980768017424
proto3_late-stim_sw377,1812.21,1813.99,3.0,late-stim,1812.72,1813.59,E136,-94.15836755964318
proto3_late-stim_sw378,1815.52,1816.99,3.0,late-stim,1815.89,1816.72,E136,-57.789899168935456
proto3_late-stim_sw379,1818.84,1820.04,3.0,late-stim,1819.16,1819.8,E136,-62.097380007292955
proto3_late-stim_sw38,1785.69,1787.73,3.0,late-stim,1786.18,1787.39,E11,-47.487555995783794
proto3_late-stim_sw380,1812.22,1814.04,3.0,late-stim,1812.76,1813.62,E137,-88.96117000046186
proto3_late-stim_sw381,1815.43,1817.0,3.0,late-stim,1815.85,1816.75,E137,-44.26878827084908
proto3_late-stim_sw382,1818.86,1820.08,3.0,late-stim,1819.18,1819.83,E137,-61.182566980486996
proto3_late-stim_sw383,1812.21,1814.16,3.0,late-stim,1812.83,1813.68,E138,-80.62880534562967
proto3_late-stim_sw384,1818.88,1820.1,3.0,late-stim,1819.21,1819.87,E138,-60.1849383750082
proto3_late-stim_sw385,1823.21,1824.84,3.0,late-stim,1823.59,1824.12,E138,-63.14877961745785
proto3_late-stim_sw386,1812.21,1814.17,3.0,late-stim,1812.84,1813.68,E139,-79.88743772637011
proto3_late-stim_sw387,1818.88,1820.1,3.0,late-stim,1819.22,1819.87,E139,-59.501579461159906
proto3_late-stim_sw388,1823.21,1824.84,3.0,late-stim,1823.59,1824.12,E139,-65.14361205239851
proto3_late-stim_sw389,1812.21,1814.26,3.0,late-stim,1812.9,1813.76,E140,-74.93742939358472
proto3_late-stim_sw39,1817.38,1819.62,3.0,late-stim,1817.7,1819.14,E11,-40.101494756759664
proto3_late-stim_sw390,1818.92,1820.13,3.0,late-stim,1819.27,1819.91,E140,-54.24664945309921
proto3_late-stim_sw391,1823.21,1824.81,3.0,late-stim,1823.59,1824.11,E140,-71.63558205043518
proto3_late-stim_sw392,1784.96,1786.76,3.0,late-stim,1785.42,1786.26,E141,-60.64722032609183
proto3_late-stim_sw393,1812.46,1814.3,3.0,late-stim,1812.94,1813.8,E141,-62.194221713662
proto3_late-stim_sw394,1823.21,1824.81,3.0,late-stim,1823.58,1824.09,E141,-65.30800179028375
proto3_late-stim_sw395,1785.04,1786.64,3.0,late-stim,1785.48,1786.21,E142,-45.77230817414103
proto3_late-stim_sw396,1812.21,1813.98,3.0,late-stim,1812.71,1813.57,E146,-96.39646816855432
proto3_late-stim_sw397,1815.53,1816.99,3.0,late-stim,1815.9,1816.71,E146,-67.31753972316298
proto3_late-stim_sw398,1818.83,1820.02,3.0,late-stim,1819.14,1819.77,E146,-58.58330325682593
proto3_late-stim_sw399,1812.22,1814.04,3.0,late-stim,1812.76,1813.63,E148,-88.78366295476947
proto3_late-stim_sw4,1824.04,1825.73,3.0,late-stim,1824.71,1825.26,E2,-44.93079444708242
proto3_late-stim_sw40,1821.85,1824.0,3.0,late-stim,1822.83,1823.64,E11,-45.00874786900387
proto3_late-stim_sw400,1815.43,1817.0,3.0,late-stim,1815.85,1816.75,E148,-44.75532924494834
proto3_late-stim_sw401,1818.85,1820.08,3.0,late-stim,1819.18,1819.83,E148,-60.753834306237536
proto3_late-stim_sw402,1812.22,1814.04,3.0,late-stim,1812.76,1813.63,E149,-88.21361126923338
proto3_late-stim_sw403,1815.42,1817.0,3.0,late-stim,1815.85,1816.75,E149,-43.583440806934036
proto3_late-stim_sw404,1818.86,1820.08,3.0,late-stim,1819.18,1819.84,E149,-60.891114093360585
proto3_late-stim_sw405,1812.23,1814.15,3.0,late-stim,1812.84,1813.69,E150,-81.84888346794673
proto3_late-stim_sw406,1818.89,1820.15,3.0,late-stim,1819.22,1819.9,E150,-61.04337201043543
proto3_late-stim_sw407,1823.18,1824.77,3.0,late-stim,1823.58,1824.14,E150,-59.50148043051172
proto3_late-stim_sw408,1784.95,1786.75,3.0,late-stim,1785.41,1786.23,E152,-61.157248041228584
proto3_late-stim_sw409,1812.17,1814.25,3.0,late-stim,1812.95,1813.79,E152,-65.72012871073404
proto3_late-stim_sw41,1824.0,1825.69,3.0,late-stim,1824.65,1825.3,E11,-47.37054510428228
proto3_late-stim_sw410,1818.96,1820.24,3.0,late-stim,1819.32,1819.98,E152,-52.66065145073843
proto3_late-stim_sw411,1823.18,1824.74,3.0,late-stim,1823.57,1824.1,E152,-59.06439236118531
proto3_late-stim_sw412,1785.01,1786.67,3.0,late-stim,1785.45,1786.22,E153,-49.365993349467544
proto3_late-stim_sw413,1812.62,1814.27,3.0,late-stim,1813.01,1813.87,E153,-44.4310603992398
proto3_late-stim_sw414,1812.91,1814.49,3.0,late-stim,1813.41,1814.0,E155,-41.38458130827706
proto3_late-stim_sw415,1812.22,1813.99,3.0,late-stim,1812.72,1813.6,E157,-88.30789061284385
proto3_late-stim_sw416,1815.52,1816.99,3.0,late-stim,1815.87,1816.73,E157,-55.869934093801646
proto3_late-stim_sw417,1818.85,1820.04,3.0,late-stim,1819.16,1819.8,E157,-56.007327751986374
proto3_late-stim_sw418,1812.2,1814.0,3.0,late-stim,1812.74,1813.6,E158,-85.10443337641533
proto3_late-stim_sw419,1815.49,1816.99,3.0,late-stim,1815.86,1816.73,E158,-50.164125753069754
proto3_late-stim_sw42,1855.27,1856.78,3.0,late-stim,1855.57,1856.51,E11,-45.17634402141023
proto3_late-stim_sw420,1818.87,1820.06,3.0,late-stim,1819.17,1819.82,E158,-57.36035230478983
proto3_late-stim_sw421,1868.38,1870.06,3.0,late-stim,1869.23,1869.7,E158,-45.78886341883548
proto3_late-stim_sw422,1809.98,1812.2,3.0,late-stim,1810.24,1811.78,E159,-41.62483242666466
proto3_late-stim_sw423,1812.2,1814.09,3.0,late-stim,1812.8,1813.67,E159,-77.39000679432826
proto3_late-stim_sw424,1818.89,1820.15,3.0,late-stim,1819.21,1819.9,E159,-58.65871366429562
proto3_late-stim_sw425,1784.96,1786.72,3.0,late-stim,1785.44,1786.2,E162,-47.25879456504375
proto3_late-stim_sw426,1812.53,1814.24,3.0,late-stim,1812.99,1813.85,E162,-51.153901136815506
proto3_late-stim_sw427,1818.98,1820.39,3.0,late-stim,1819.36,1820.05,E162,-49.584926404690165
proto3_late-stim_sw428,1819.0,1820.56,3.0,late-stim,1819.41,1820.13,E163,-43.356845883965676
proto3_late-stim_sw429,1812.88,1814.36,3.0,late-stim,1813.41,1813.96,E164,-43.165090473340356
proto3_late-stim_sw43,1869.71,1871.23,3.0,late-stim,1870.35,1870.9,E11,-85.59431049568322
proto3_late-stim_sw430,1812.22,1813.98,3.0,late-stim,1812.72,1813.6,E166,-88.09669460036616
proto3_late-stim_sw431,1815.52,1816.99,3.0,late-stim,1815.88,1816.72,E166,-56.134966205875656
proto3_late-stim_sw432,1818.85,1820.05,3.0,late-stim,1819.16,1819.8,E166,-55.73166542830904
proto3_late-stim_sw433,1812.21,1814.0,3.0,late-stim,1812.74,1813.62,E167,-82.47344850323704
proto3_late-stim_sw434,1815.5,1816.99,3.0,late-stim,1815.86,1816.73,E167,-50.859849267977054
proto3_late-stim_sw435,1818.86,1820.07,3.0,late-stim,1819.17,1819.83,E167,-54.52759907750283
proto3_late-stim_sw436,1868.36,1870.05,3.0,late-stim,1869.22,1869.7,E167,-41.597362052390594
proto3_late-stim_sw437,1812.21,1814.01,3.0,late-stim,1812.74,1813.62,E168,-81.78118236963506
proto3_late-stim_sw438,1815.5,1816.99,3.0,late-stim,1815.86,1816.73,E168,-50.36494128083257
proto3_late-stim_sw439,1818.86,1820.07,3.0,late-stim,1819.17,1819.83,E168,-54.782818570536456
proto3_late-stim_sw44,1882.8,1884.65,3.0,late-stim,1883.62,1884.2,E11,-54.12347691117749
proto3_late-stim_sw440,1868.36,1870.05,3.0,late-stim,1869.22,1869.7,E168,-41.43838435194044
proto3_late-stim_sw441,1812.15,1814.18,3.0,late-stim,1812.92,1813.77,E170,-55.62378162746984
proto3_late-stim_sw442,1812.13,1814.18,3.0,late-stim,1812.97,1813.82,E171,-42.10207720055438
proto3_late-stim_sw443,1818.96,1820.48,3.0,late-stim,1819.36,1820.08,E171,-50.97168406582207
proto3_late-stim_sw444,1819.0,1820.46,3.0,late-stim,1819.43,1820.12,E172,-41.42177051133211
proto3_late-stim_sw445,1812.19,1814.04,3.0,late-stim,1812.76,1813.68,E177,-59.54880017212159
proto3_late-stim_sw446,1812.17,1814.05,3.0,late-stim,1812.75,1813.7,E178,-49.08206106899871
proto3_late-stim_sw447,1852.82,1854.33,3.0,late-stim,1853.12,1853.58,E178,-55.46434323538875
proto3_late-stim_sw448,1818.97,1820.47,3.0,late-stim,1819.34,1820.11,E179,-40.306406113703616
proto3_late-stim_sw449,1818.98,1820.42,3.0,late-stim,1819.34,1820.12,E180,-40.57277455320106
proto3_late-stim_sw45,1785.67,1787.69,3.0,late-stim,1786.21,1787.3,E12,-41.47949327416191
proto3_late-stim_sw450,1852.69,1854.28,3.0,late-stim,1853.08,1853.56,E180,-45.94234658785483
proto3_late-stim_sw451,1813.06,1814.51,3.0,late-stim,1813.47,1814.01,E183,-50.3946761092757
proto3_late-stim_sw452,1813.04,1814.67,3.0,late-stim,1813.47,1814.06,E184,-48.98446605448799
proto3_late-stim_sw453,1811.29,1813.03,3.0,late-stim,1811.96,1812.61,E185,-45.44962131375422
proto3_late-stim_sw454,1811.27,1813.02,3.0,late-stim,1811.92,1812.62,E186,-55.56795195572156
proto3_late-stim_sw455,1812.2,1814.06,3.0,late-stim,1812.75,1813.69,E189,-49.05519105069743
proto3_late-stim_sw456,1852.83,1854.29,3.0,late-stim,1853.12,1853.57,E189,-52.31665871225938
proto3_late-stim_sw457,1812.16,1814.06,3.0,late-stim,1812.75,1813.73,E191,-41.84956936658652
