Slow_Wave_Name,Start,End,Protocol Number,Classification,NegPeak,PosPeak,Channel,ValNegPeak
proto5_late-stim_sw37,4133.71,4135.3,5.0,late-stim,4134.16,4134.97,E22,-42.85613132894322
proto5_late-stim_sw38,4065.69,4067.13,5.0,late-stim,4066.06,4066.77,E25,-42.66606872120426
proto5_late-stim_sw39,4067.13,4068.35,5.0,late-stim,4067.51,4068.1,E25,-53.15735254113552
proto5_late-stim_sw4,4139.65,4141.1,5.0,late-stim,4139.99,4140.48,E2,-52.76277295411758
proto5_late-stim_sw40,4069.83,4071.11,5.0,late-stim,4070.17,4070.82,E25,-51.055758593234614
proto5_late-stim_sw41,4071.77,4073.35,5.0,late-stim,4072.14,4072.85,E25,-41.063679944743605
proto5_late-stim_sw42,4094.35,4095.32,5.0,late-stim,4094.63,4095.14,E25,-61.772762163892565
proto5_late-stim_sw43,4125.52,4126.96,5.0,late-stim,4126.32,4126.77,E25,-55.81247587130599
proto5_late-stim_sw44,4127.91,4129.58,5.0,late-stim,4128.6,4129.28,E25,-49.23753160193286
proto5_late-stim_sw45,4139.56,4140.77,5.0,late-stim,4139.94,4140.46,E25,-62.98730398622286
proto5_late-stim_sw46,4147.63,4148.71,5.0,late-stim,4147.95,4148.44,E25,-49.49666166192639
proto5_late-stim_sw47,4058.88,4059.87,5.0,late-stim,4059.14,4059.63,E26,-56.68848719885064
proto5_late-stim_sw48,4065.66,4067.06,5.0,late-stim,4066.03,4066.72,E26,-40.38552321120119
proto5_late-stim_sw49,4069.8,4071.1,5.0,late-stim,4070.12,4070.79,E26,-52.87416970586205
proto5_late-stim_sw5,4092.33,4093.51,5.0,late-stim,4092.68,4093.21,E3,-50.37220264057541
proto5_late-stim_sw50,4071.8,4073.34,5.0,late-stim,4072.16,4072.73,E26,-41.373056981784735
proto5_late-stim_sw51,4073.34,4075.27,5.0,late-stim,4073.78,4074.93,E26,-40.93576369843386
proto5_late-stim_sw52,4139.53,4140.74,5.0,late-stim,4139.91,4140.45,E26,-59.09561235327594
proto5_late-stim_sw53,4147.61,4148.77,5.0,late-stim,4147.96,4148.47,E26,-52.0870526126276
proto5_late-stim_sw54,4058.87,4059.88,5.0,late-stim,4059.13,4059.62,E27,-53.08794374405157
proto5_late-stim_sw55,4075.22,4077.1,5.0,late-stim,4076.04,4076.73,E27,-54.00362187012038
proto5_late-stim_sw56,4139.53,4140.73,5.0,late-stim,4139.9,4140.44,E27,-53.461691367074565
proto5_late-stim_sw57,4058.82,4059.89,5.0,late-stim,4059.1,4059.61,E28,-49.2652941979688
proto5_late-stim_sw58,4139.5,4140.75,5.0,late-stim,4139.9,4140.44,E28,-48.92677381666371
proto5_late-stim_sw59,4062.13,4063.94,5.0,late-stim,4063.07,4063.63,E31,-41.95232857044378
proto5_late-stim_sw6,4139.63,4141.07,5.0,late-stim,4139.97,4140.46,E3,-53.17477440519217
proto5_late-stim_sw60,4065.76,4067.13,5.0,late-stim,4066.11,4066.78,E31,-41.73272967465396
proto5_late-stim_sw61,4067.13,4068.32,5.0,late-stim,4067.53,4068.08,E31,-56.58286622866926
proto5_late-stim_sw62,4069.84,4071.09,5.0,late-stim,4070.19,4070.81,E31,-53.54230381346898
proto5_late-stim_sw63,4095.32,4096.71,5.0,late-stim,4095.72,4096.37,E31,-42.982093398028915
proto5_late-stim_sw64,4099.15,4100.45,5.0,late-stim,4099.63,4100.18,E31,-40.13416005324591
proto5_late-stim_sw65,4115.09,4116.5,5.0,late-stim,4115.41,4115.97,E31,-44.28042784129914
proto5_late-stim_sw66,4124.08,4125.54,5.0,late-stim,4124.36,4124.88,E31,-41.942772749165016
proto5_late-stim_sw67,4125.54,4127.07,5.0,late-stim,4126.3,4126.78,E31,-53.55885691946784
proto5_late-stim_sw68,4128.18,4129.62,5.0,late-stim,4128.59,4129.3,E31,-53.17258015000843
proto5_late-stim_sw69,4139.58,4140.82,5.0,late-stim,4139.95,4140.49,E31,-65.29744643192697
proto5_late-stim_sw7,4092.22,4093.51,5.0,late-stim,4092.68,4093.2,E4,-45.03703820727977
proto5_late-stim_sw70,4147.64,4148.71,5.0,late-stim,4147.95,4148.44,E31,-64.32843372997375
proto5_late-stim_sw71,4058.94,4059.89,5.0,late-stim,4059.19,4059.67,E32,-58.718969004591955
proto5_late-stim_sw72,4062.13,4063.96,5.0,late-stim,4063.05,4063.63,E32,-44.532710761688364
proto5_late-stim_sw73,4067.07,4068.31,5.0,late-stim,4067.47,4068.08,E32,-44.24995896908657
proto5_late-stim_sw74,4069.83,4071.09,5.0,late-stim,4070.15,4070.8,E32,-54.99892609533346
proto5_late-stim_sw75,4073.39,4075.32,5.0,late-stim,4073.75,4074.91,E32,-44.75889150003128
proto5_late-stim_sw76,4099.14,4100.46,5.0,late-stim,4099.6,4100.17,E32,-51.2621527847522
proto5_late-stim_sw77,4113.12,4115.1,5.0,late-stim,4113.92,4114.47,E32,-48.1654269792627
proto5_late-stim_sw78,4115.1,4116.52,5.0,late-stim,4115.4,4115.91,E32,-46.924525249444926
proto5_late-stim_sw79,4128.26,4129.59,5.0,late-stim,4128.61,4129.32,E32,-53.369138020709435
proto5_late-stim_sw8,4125.98,4127.83,5.0,late-stim,4126.37,4127.44,E4,-40.501201597906714
proto5_late-stim_sw80,4139.56,4140.77,5.0,late-stim,4139.92,4140.47,E32,-60.680754536506136
proto5_late-stim_sw81,4144.02,4145.49,5.0,late-stim,4144.28,4145.24,E32,-45.75283886604432
proto5_late-stim_sw82,4147.62,4148.71,5.0,late-stim,4147.94,4148.45,E32,-65.61871665630026
proto5_late-stim_sw83,4058.93,4059.87,5.0,late-stim,4059.18,4059.66,E33,-53.15146685462263
proto5_late-stim_sw84,4062.21,4063.96,5.0,late-stim,4062.97,4063.63,E33,-49.887212864436904
proto5_late-stim_sw85,4069.82,4071.09,5.0,late-stim,4070.13,4070.79,E33,-47.6345996816068
proto5_late-stim_sw86,4073.39,4075.29,5.0,late-stim,4073.75,4074.89,E33,-42.55161614025437
proto5_late-stim_sw87,4099.1,4100.47,5.0,late-stim,4099.57,4100.18,E33,-47.957717239842985
proto5_late-stim_sw88,4113.07,4115.05,5.0,late-stim,4113.93,4114.47,E33,-41.89168036002171
proto5_late-stim_sw89,4115.05,4116.56,5.0,late-stim,4115.38,4115.9,E33,-49.16863155935227
proto5_late-stim_sw9,4139.63,4140.85,5.0,late-stim,4139.96,4140.46,E4,-47.19976912468799
proto5_late-stim_sw90,4128.31,4129.63,5.0,late-stim,4128.63,4129.34,E33,-51.860168484388055
proto5_late-stim_sw91,4139.53,4140.79,5.0,late-stim,4139.89,4140.46,E33,-60.93955482802989
proto5_late-stim_sw92,4144.02,4145.46,5.0,late-stim,4144.27,4145.21,E33,-43.24809568196403
proto5_late-stim_sw93,4147.6,4148.7,5.0,late-stim,4147.95,4148.46,E33,-60.96979986543434
proto5_late-stim_sw94,4062.36,4063.89,5.0,late-stim,4062.86,4063.57,E35,-45.93908240064245
proto5_late-stim_sw95,4057.97,4059.0,5.0,late-stim,4058.24,4058.71,E37,-40.55109197266941
proto5_late-stim_sw96,4062.53,4063.96,5.0,late-stim,4063.07,4063.64,E37,-55.95504861480224
proto5_late-stim_sw97,4069.86,4071.07,5.0,late-stim,4070.18,4070.78,E37,-48.77018099735219
proto5_late-stim_sw98,4099.16,4100.42,5.0,late-stim,4099.54,4100.15,E37,-60.20649400085365
proto5_late-stim_sw99,4104.17,4105.58,5.0,late-stim,4104.56,4105.29,E37,-46.288680345674194
proto5_post-stim_sw1,4298.45,4300.33,5.0,post-stim,4299.15,4299.79,E1,-55.26721123884274
proto5_post-stim_sw10,4310.13,4311.14,5.0,post-stim,4310.38,4310.85,E4,-51.714860745052
proto5_post-stim_sw100,4285.29,4286.78,5.0,post-stim,4285.57,4286.5,E18,-52.755033582553054
proto5_post-stim_sw101,4286.78,4288.21,5.0,post-stim,4287.04,4287.91,E18,-50.098387190351666
proto5_post-stim_sw102,4310.16,4311.4,5.0,post-stim,4310.42,4310.93,E18,-75.84861083046388
proto5_post-stim_sw103,4355.44,4356.9,5.0,post-stim,4355.83,4356.68,E18,-71.4659122370395
proto5_post-stim_sw104,4356.9,4358.19,5.0,post-stim,4357.09,4357.93,E18,-40.330906697168636
proto5_post-stim_sw105,4195.01,4195.92,5.0,post-stim,4195.25,4195.68,E19,-58.84675642316513
proto5_post-stim_sw106,4285.27,4286.75,5.0,post-stim,4285.58,4286.45,E19,-52.54868079117436
proto5_post-stim_sw107,4293.38,4294.3,5.0,post-stim,4293.63,4294.07,E19,-54.033561866722614
proto5_post-stim_sw108,4310.12,4311.32,5.0,post-stim,4310.39,4310.9,E19,-75.72216400620803
proto5_post-stim_sw109,4337.34,4339.46,5.0,post-stim,4338.21,4338.81,E19,-43.0702016546234
proto5_post-stim_sw11,4313.56,4315.08,5.0,post-stim,4313.92,4314.77,E4,-58.25025327971041
proto5_post-stim_sw110,4353.68,4355.44,5.0,post-stim,4354.51,4355.06,E19,-44.43073466516242
proto5_post-stim_sw111,4355.44,4356.88,5.0,post-stim,4355.81,4356.66,E19,-81.29711414412537
proto5_post-stim_sw112,4356.88,4358.16,5.0,post-stim,4357.1,4357.87,E19,-41.55047081962619
proto5_post-stim_sw113,4360.56,4361.39,5.0,post-stim,4360.84,4361.25,E19,-57.532958510009166
proto5_post-stim_sw114,4267.47,4269.06,5.0,post-stim,4268.27,4268.78,E21,-46.73971908062881
proto5_post-stim_sw115,4273.97,4275.52,5.0,post-stim,4274.26,4275.24,E21,-44.03877967096126
proto5_post-stim_sw116,4293.28,4294.27,5.0,post-stim,4293.54,4294.02,E21,-55.39123972902326
proto5_post-stim_sw117,4310.06,4311.17,5.0,post-stim,4310.35,4310.84,E21,-53.164695587860464
proto5_post-stim_sw118,4327.84,4329.59,5.0,post-stim,4328.82,4329.31,E21,-46.9415396879475
proto5_post-stim_sw119,4329.59,4330.44,5.0,post-stim,4329.79,4330.23,E21,-56.27278979717963
proto5_post-stim_sw12,4329.59,4330.44,5.0,post-stim,4329.79,4330.21,E4,-60.83143326349659
proto5_post-stim_sw120,4353.75,4355.39,5.0,post-stim,4354.52,4355.07,E21,-50.18726207589802
proto5_post-stim_sw121,4166.59,4167.96,5.0,post-stim,4166.97,4167.57,E22,-49.11321342117567
proto5_post-stim_sw122,4273.95,4275.48,5.0,post-stim,4274.23,4275.21,E22,-44.58083132566553
proto5_post-stim_sw123,4298.97,4300.05,5.0,post-stim,4299.3,4299.77,E22,-41.55984511289075
proto5_post-stim_sw124,4310.05,4311.13,5.0,post-stim,4310.34,4310.82,E22,-42.104481185880694
proto5_post-stim_sw125,4313.56,4315.0,5.0,post-stim,4313.87,4314.66,E22,-44.48252303358237
proto5_post-stim_sw126,4329.58,4330.44,5.0,post-stim,4329.78,4330.22,E22,-53.9197395081615
proto5_post-stim_sw127,4337.85,4339.31,5.0,post-stim,4338.21,4338.85,E22,-48.96472531083532
proto5_post-stim_sw128,4353.76,4355.37,5.0,post-stim,4354.53,4355.06,E22,-43.651146569306334
proto5_post-stim_sw129,4355.37,4357.14,5.0,post-stim,4355.65,4356.96,E22,-73.93794587065369
proto5_post-stim_sw13,4335.06,4336.04,5.0,post-stim,4335.35,4335.78,E4,-40.1741988476532
proto5_post-stim_sw130,4358.03,4360.09,5.0,post-stim,4358.3,4359.76,E22,-60.32892111881417
proto5_post-stim_sw131,4166.58,4167.93,5.0,post-stim,4166.96,4167.52,E23,-53.1547805045398
proto5_post-stim_sw132,4273.92,4275.46,5.0,post-stim,4274.19,4275.19,E23,-46.45275918130585
proto5_post-stim_sw133,4301.33,4303.24,5.0,post-stim,4301.92,4302.56,E23,-51.36064483142984
proto5_post-stim_sw134,4313.57,4314.97,5.0,post-stim,4313.88,4314.65,E23,-42.27159273416757
proto5_post-stim_sw135,4337.84,4339.26,5.0,post-stim,4338.23,4338.88,E23,-46.89124039021336
proto5_post-stim_sw136,4357.99,4360.02,5.0,post-stim,4358.26,4359.73,E23,-60.69744513060524
proto5_post-stim_sw137,4166.39,4167.91,5.0,post-stim,4166.91,4167.46,E24,-49.88042889783436
proto5_post-stim_sw138,4252.09,4253.58,5.0,post-stim,4252.59,4253.22,E24,-41.56951612717656
proto5_post-stim_sw139,4273.87,4275.42,5.0,post-stim,4274.14,4275.15,E24,-44.84157621614921
proto5_post-stim_sw14,4273.94,4275.55,5.0,post-stim,4274.22,4275.28,E5,-50.61992825829863
proto5_post-stim_sw140,4301.39,4303.24,5.0,post-stim,4301.99,4302.6,E24,-40.70249860112979
proto5_post-stim_sw141,4169.09,4170.54,5.0,post-stim,4169.36,4169.85,E25,-40.89618854978109
proto5_post-stim_sw142,4267.48,4269.29,5.0,post-stim,4268.31,4268.87,E25,-60.19557358674486
proto5_post-stim_sw143,4285.29,4286.74,5.0,post-stim,4285.61,4286.44,E25,-50.36444229298283
proto5_post-stim_sw144,4293.36,4294.28,5.0,post-stim,4293.62,4294.06,E25,-60.44896450978112
proto5_post-stim_sw145,4294.28,4295.23,5.0,post-stim,4294.49,4294.92,E25,-43.40971543433167
proto5_post-stim_sw146,4310.12,4311.43,5.0,post-stim,4310.39,4310.91,E25,-73.29921305241407
proto5_post-stim_sw147,4327.59,4329.66,5.0,post-stim,4328.85,4329.36,E25,-80.32154349540505
proto5_post-stim_sw148,4353.71,4355.47,5.0,post-stim,4354.49,4355.06,E25,-51.4658592259064
proto5_post-stim_sw149,4355.47,4356.88,5.0,post-stim,4355.88,4356.65,E25,-85.59145868849357
proto5_post-stim_sw15,4295.55,4297.65,5.0,post-stim,4296.79,4297.3,E5,-45.75614222417171
proto5_post-stim_sw150,4356.88,4358.16,5.0,post-stim,4357.11,4357.86,E25,-50.88479814496939
proto5_post-stim_sw151,4360.59,4361.39,5.0,post-stim,4360.85,4361.26,E25,-70.2973751685629
proto5_post-stim_sw152,4168.46,4170.5,5.0,post-stim,4169.31,4169.82,E26,-40.01950270261975
proto5_post-stim_sw153,4216.65,4218.27,5.0,post-stim,4217.44,4217.97,E26,-42.950025484593844
proto5_post-stim_sw154,4285.29,4286.7,5.0,post-stim,4285.61,4286.39,E26,-52.08282329334209
proto5_post-stim_sw155,4290.01,4291.71,5.0,post-stim,4290.42,4291.29,E26,-43.259934569825745
proto5_post-stim_sw156,4291.71,4293.32,5.0,post-stim,4292.42,4293.04,E26,-41.098760663480356
proto5_post-stim_sw157,4293.32,4294.26,5.0,post-stim,4293.58,4294.04,E26,-73.66466373940963
proto5_post-stim_sw158,4310.07,4311.35,5.0,post-stim,4310.37,4310.88,E26,-75.40375659922042
proto5_post-stim_sw159,4327.74,4329.65,5.0,post-stim,4328.84,4329.35,E26,-71.90341132591871
proto5_post-stim_sw16,4310.11,4311.12,5.0,post-stim,4310.36,4310.83,E5,-46.620481913726636
proto5_post-stim_sw160,4353.72,4355.44,5.0,post-stim,4354.51,4355.06,E26,-51.520311005442906
proto5_post-stim_sw161,4355.44,4356.89,5.0,post-stim,4355.84,4356.65,E26,-87.13104007199397
proto5_post-stim_sw162,4356.89,4358.13,5.0,post-stim,4357.14,4357.78,E26,-47.648930026215936
proto5_post-stim_sw163,4360.56,4361.41,5.0,post-stim,4360.84,4361.26,E26,-74.0344745892316
proto5_post-stim_sw164,4170.53,4171.91,5.0,post-stim,4171.05,4171.57,E27,-41.198005573953125
proto5_post-stim_sw165,4267.51,4269.1,5.0,post-stim,4268.29,4268.81,E27,-56.38582654252875
proto5_post-stim_sw166,4285.3,4286.64,5.0,post-stim,4285.6,4286.33,E27,-44.06770371047932
proto5_post-stim_sw167,4290.03,4291.71,5.0,post-stim,4290.4,4291.36,E27,-42.241079232849515
proto5_post-stim_sw168,4293.27,4294.26,5.0,post-stim,4293.54,4294.02,E27,-75.90034310359698
proto5_post-stim_sw169,4310.06,4311.25,5.0,post-stim,4310.36,4310.85,E27,-64.06334614984117
proto5_post-stim_sw17,4313.57,4315.05,5.0,post-stim,4313.91,4314.75,E5,-54.150950042725185
proto5_post-stim_sw170,4327.72,4329.62,5.0,post-stim,4328.83,4329.33,E27,-55.19938074616604
proto5_post-stim_sw171,4329.62,4330.45,5.0,post-stim,4329.81,4330.22,E27,-46.78231604194893
proto5_post-stim_sw172,4353.73,4355.41,5.0,post-stim,4354.52,4355.07,E27,-50.75983327125746
proto5_post-stim_sw173,4355.41,4356.94,5.0,post-stim,4355.75,4356.72,E27,-80.79368298536104
proto5_post-stim_sw174,4360.53,4361.44,5.0,post-stim,4360.83,4361.26,E27,-64.0043476054567
proto5_post-stim_sw175,4168.66,4170.46,5.0,post-stim,4169.22,4169.8,E28,-41.046353212985714
proto5_post-stim_sw176,4170.46,4171.9,5.0,post-stim,4171.03,4171.56,E28,-40.86420512658994
proto5_post-stim_sw177,4267.48,4269.1,5.0,post-stim,4268.26,4268.78,E28,-43.473842688388444
proto5_post-stim_sw178,4293.26,4294.23,5.0,post-stim,4293.52,4294.0,E28,-65.64671408633714
proto5_post-stim_sw179,4310.02,4311.18,5.0,post-stim,4310.34,4310.83,E28,-47.34150585452045
proto5_post-stim_sw18,4329.58,4330.43,5.0,post-stim,4329.78,4330.21,E5,-58.690481444430475
proto5_post-stim_sw180,4327.83,4329.59,5.0,post-stim,4328.82,4329.31,E28,-44.69394697709636
proto5_post-stim_sw181,4353.75,4355.39,5.0,post-stim,4354.52,4355.07,E28,-45.349914168847945
proto5_post-stim_sw182,4293.24,4294.18,5.0,post-stim,4293.5,4293.97,E29,-53.24769986479456
proto5_post-stim_sw183,4301.32,4303.23,5.0,post-stim,4301.89,4302.52,E29,-51.56141146539474
proto5_post-stim_sw184,4358.01,4360.08,5.0,post-stim,4358.26,4359.76,E29,-56.93812099789339
proto5_post-stim_sw185,4166.52,4167.86,5.0,post-stim,4166.93,4167.51,E30,-47.56447630902127
proto5_post-stim_sw186,4301.37,4303.18,5.0,post-stim,4301.88,4302.58,E30,-41.780027466452836
proto5_post-stim_sw187,4357.97,4359.99,5.0,post-stim,4358.22,4359.72,E30,-56.20099804414117
proto5_post-stim_sw188,4169.01,4170.52,5.0,post-stim,4169.32,4169.8,E31,-40.55683229919734
proto5_post-stim_sw189,4216.63,4218.26,5.0,post-stim,4217.44,4217.98,E31,-41.75093608997946
proto5_post-stim_sw19,4337.85,4339.21,5.0,post-stim,4338.19,4338.81,E5,-49.76587083802269
proto5_post-stim_sw190,4267.44,4269.25,5.0,post-stim,4268.31,4268.86,E31,-61.0276540428334
proto5_post-stim_sw191,4284.34,4285.32,5.0,post-stim,4284.61,4285.1,E31,-45.66959366856882
proto5_post-stim_sw192,4285.32,4286.76,5.0,post-stim,4285.64,4286.45,E31,-45.83287490750243
proto5_post-stim_sw193,4290.15,4291.71,5.0,post-stim,4290.49,4291.08,E31,-45.41716673318341
proto5_post-stim_sw194,4293.35,4294.25,5.0,post-stim,4293.6,4294.04,E31,-72.15222545387088
proto5_post-stim_sw195,4294.25,4295.24,5.0,post-stim,4294.47,4294.91,E31,-56.08927555292111
proto5_post-stim_sw196,4298.17,4300.44,5.0,post-stim,4299.14,4299.96,E31,-69.10355893097736
proto5_post-stim_sw197,4310.1,4311.48,5.0,post-stim,4310.38,4310.91,E31,-67.24228280424133
proto5_post-stim_sw198,4311.48,4312.76,5.0,post-stim,4311.87,4312.51,E31,-52.38766941832144
proto5_post-stim_sw199,4312.76,4314.47,5.0,post-stim,4313.05,4314.18,E31,-44.706601440067814
proto5_post-stim_sw2,4355.41,4356.99,5.0,post-stim,4356.23,4356.71,E1,-40.54557422458834
proto5_post-stim_sw20,4358.09,4360.17,5.0,post-stim,4358.41,4359.74,E5,-68.18557724336765
proto5_post-stim_sw200,4353.7,4355.48,5.0,post-stim,4354.49,4355.04,E31,-43.32346602104943
proto5_post-stim_sw201,4355.48,4356.89,5.0,post-stim,4355.9,4356.65,E31,-92.48240470553212
proto5_post-stim_sw202,4356.89,4358.16,5.0,post-stim,4357.13,4357.82,E31,-56.090294731208
proto5_post-stim_sw203,4360.59,4361.42,5.0,post-stim,4360.85,4361.27,E31,-79.60326816341988
proto5_post-stim_sw204,4267.42,4269.21,5.0,post-stim,4268.3,4268.84,E32,-63.36617165641752
proto5_post-stim_sw205,4284.33,4285.34,5.0,post-stim,4284.61,4285.1,E32,-45.415964950149345
proto5_post-stim_sw206,4285.34,4286.74,5.0,post-stim,4285.65,4286.41,E32,-43.67085068634705
proto5_post-stim_sw207,4290.16,4291.76,5.0,post-stim,4290.48,4291.26,E32,-52.50805190937623
proto5_post-stim_sw208,4291.76,4293.33,5.0,post-stim,4292.45,4293.05,E32,-40.86933665209063
proto5_post-stim_sw209,4293.33,4294.23,5.0,post-stim,4293.58,4294.03,E32,-86.87398557944385
proto5_post-stim_sw21,4166.59,4168.15,5.0,post-stim,4166.97,4167.59,E6,-49.164028478367754
proto5_post-stim_sw210,4310.06,4311.48,5.0,post-stim,4310.36,4310.9,E32,-70.21901079359725
proto5_post-stim_sw211,4311.48,4312.75,5.0,post-stim,4311.85,4312.49,E32,-56.09937691212584
proto5_post-stim_sw212,4312.75,4314.52,5.0,post-stim,4313.06,4314.22,E32,-49.715697033935115
proto5_post-stim_sw213,4327.67,4329.68,5.0,post-stim,4328.83,4329.36,E32,-75.17119659424563
proto5_post-stim_sw214,4355.44,4356.9,5.0,post-stim,4355.88,4356.66,E32,-97.31020551998449
proto5_post-stim_sw215,4356.9,4358.13,5.0,post-stim,4357.15,4357.76,E32,-56.17206310301737
proto5_post-stim_sw216,4360.57,4361.44,5.0,post-stim,4360.84,4361.27,E32,-82.57560040921871
proto5_post-stim_sw217,4267.35,4269.17,5.0,post-stim,4268.28,4268.83,E33,-57.11098135890586
proto5_post-stim_sw218,4285.33,4286.69,5.0,post-stim,4285.63,4286.37,E33,-43.21770051717074
proto5_post-stim_sw219,4291.79,4293.31,5.0,post-stim,4292.44,4293.02,E33,-42.18721068461859
proto5_post-stim_sw22,4273.92,4275.48,5.0,post-stim,4274.2,4275.2,E6,-54.144562676429686
proto5_post-stim_sw220,4293.31,4294.19,5.0,post-stim,4293.56,4294.01,E33,-87.98635527738915
proto5_post-stim_sw221,4301.26,4303.13,5.0,post-stim,4301.79,4302.43,E33,-47.62796580542543
proto5_post-stim_sw222,4310.04,4311.46,5.0,post-stim,4310.36,4310.87,E33,-66.04610662675177
proto5_post-stim_sw223,4311.46,4312.71,5.0,post-stim,4311.84,4312.46,E33,-47.093960846607104
proto5_post-stim_sw224,4312.71,4314.55,5.0,post-stim,4313.03,4314.25,E33,-47.39301773708133
proto5_post-stim_sw225,4327.83,4329.64,5.0,post-stim,4328.82,4329.34,E33,-57.70306623914904
proto5_post-stim_sw226,4355.42,4356.92,5.0,post-stim,4355.83,4356.68,E33,-86.92455868873549
proto5_post-stim_sw227,4356.92,4358.07,5.0,post-stim,4357.17,4357.72,E33,-46.62946509275854
proto5_post-stim_sw228,4360.54,4361.5,5.0,post-stim,4360.83,4361.28,E33,-83.02680378999452
proto5_post-stim_sw229,4293.25,4294.17,5.0,post-stim,4293.51,4293.98,E35,-64.13015240715873
proto5_post-stim_sw23,4313.57,4315.01,5.0,post-stim,4313.92,4314.72,E6,-57.394352099868584
proto5_post-stim_sw230,4301.31,4303.16,5.0,post-stim,4301.88,4302.51,E35,-44.458174613158626
proto5_post-stim_sw231,4355.39,4357.1,5.0,post-stim,4355.69,4356.92,E35,-60.20392908541494
proto5_post-stim_sw232,4357.99,4360.14,5.0,post-stim,4358.21,4359.8,E35,-46.669354702299536
proto5_post-stim_sw233,4337.55,4339.31,5.0,post-stim,4338.22,4338.88,E36,-46.194127871037516
proto5_post-stim_sw234,4357.97,4360.03,5.0,post-stim,4358.2,4359.76,E36,-45.7354115192164
proto5_post-stim_sw235,4210.58,4212.28,5.0,post-stim,4211.29,4211.86,E37,-45.98154375828092
proto5_post-stim_sw236,4267.86,4269.2,5.0,post-stim,4268.3,4268.84,E37,-58.51674379922775
proto5_post-stim_sw237,4284.32,4285.39,5.0,post-stim,4284.61,4285.12,E37,-56.624743874630994
proto5_post-stim_sw238,4293.33,4294.14,5.0,post-stim,4293.59,4294.01,E37,-98.41360428963151
proto5_post-stim_sw239,4310.02,4311.54,5.0,post-stim,4310.36,4310.93,E37,-54.802308769858065
proto5_post-stim_sw24,4329.56,4330.42,5.0,post-stim,4329.77,4330.21,E6,-57.10674822671888
proto5_post-stim_sw240,4311.54,4312.74,5.0,post-stim,4311.88,4312.49,E37,-62.25075855186178
proto5_post-stim_sw241,4312.74,4314.51,5.0,post-stim,4313.04,4314.21,E37,-49.56936208366958
proto5_post-stim_sw242,4314.51,4315.33,5.0,post-stim,4314.75,4315.17,E37,-73.71372474890492
proto5_post-stim_sw243,4315.33,4316.33,5.0,post-stim,4315.6,4316.09,E37,-72.41250915112414
proto5_post-stim_sw244,4328.0,4329.68,5.0,post-stim,4328.82,4329.37,E37,-54.30018494890943
proto5_post-stim_sw245,4355.4,4356.94,5.0,post-stim,4355.86,4356.7,E37,-97.25246530022943
proto5_post-stim_sw246,4356.94,4358.11,5.0,post-stim,4357.16,4357.71,E37,-44.48142416957562
proto5_post-stim_sw247,4360.55,4361.47,5.0,post-stim,4360.83,4361.27,E37,-82.86180107127484
proto5_post-stim_sw248,4197.71,4199.62,5.0,post-stim,4198.07,4198.96,E38,-44.03503329085767
proto5_post-stim_sw249,4210.55,4212.33,5.0,post-stim,4211.3,4211.85,E38,-45.99034825165026
proto5_post-stim_sw25,4358.03,4360.05,5.0,post-stim,4358.36,4359.72,E6,-61.927432737519524
proto5_post-stim_sw250,4267.15,4269.18,5.0,post-stim,4268.29,4268.83,E38,-47.82576835019078
proto5_post-stim_sw251,4284.33,4285.42,5.0,post-stim,4284.6,4285.12,E38,-41.707985262571285
proto5_post-stim_sw252,4290.2,4291.88,5.0,post-stim,4290.47,4291.54,E38,-52.880459925447525
proto5_post-stim_sw253,4293.31,4294.16,5.0,post-stim,4293.57,4294.01,E38,-87.45335623796035
proto5_post-stim_sw254,4309.46,4311.54,5.0,post-stim,4310.35,4310.89,E38,-42.27421915344166
proto5_post-stim_sw255,4311.54,4312.74,5.0,post-stim,4311.9,4312.49,E38,-58.384956309224265
proto5_post-stim_sw256,4312.74,4314.51,5.0,post-stim,4313.03,4314.24,E38,-41.499477945256714
proto5_post-stim_sw257,4314.51,4315.37,5.0,post-stim,4314.75,4315.18,E38,-64.94209979037971
proto5_post-stim_sw258,4315.37,4316.32,5.0,post-stim,4315.62,4316.09,E38,-63.15534557815849
proto5_post-stim_sw259,4355.41,4356.98,5.0,post-stim,4355.83,4356.77,E38,-62.536887162672016
proto5_post-stim_sw26,4180.25,4181.77,5.0,post-stim,4180.61,4181.51,E7,-50.36496992510881
proto5_post-stim_sw260,4358.6,4360.56,5.0,post-stim,4359.26,4359.93,E38,-59.43295121432074
proto5_post-stim_sw261,4360.56,4361.47,5.0,post-stim,4360.84,4361.27,E38,-68.32050697854214
proto5_post-stim_sw262,4290.19,4292.13,5.0,post-stim,4290.47,4291.55,E39,-40.98010751534926
proto5_post-stim_sw263,4293.27,4294.21,5.0,post-stim,4293.55,4294.04,E39,-70.09913254367538
proto5_post-stim_sw264,4311.53,4312.74,5.0,post-stim,4311.89,4312.45,E39,-52.03656518292752
proto5_post-stim_sw265,4314.53,4315.39,5.0,post-stim,4314.76,4315.19,E39,-51.458109134315166
proto5_post-stim_sw266,4315.39,4316.34,5.0,post-stim,4315.63,4316.1,E39,-51.96748339930951
proto5_post-stim_sw267,4360.58,4361.52,5.0,post-stim,4360.86,4361.29,E39,-50.82851042745106
proto5_post-stim_sw268,4168.7,4170.47,5.0,post-stim,4169.17,4169.8,E40,-48.46068566806149
proto5_post-stim_sw269,4166.35,4167.86,5.0,post-stim,4166.92,4167.46,E43,-44.28617673557022
